OTUID,SRR3931290,SRR3931291,SRR3931293,SRR3931294,SRR3931295,SRR3931296,SRR3931297,SRR3931298,SRR3931299,SRR3931300,SRR3931301,SRR3931302,SRR3931304,SRR3931305,SRR3931306,SRR3931307,SRR3931308,SRR3931309,SRR5837713,SRR5837714,SRR5837716,SRR5837717,SRR5837718,SRR5837719,SRR5837721,SRR5837732,SRR5837733,SRR5837734,SRR5837735,SRR5837737,SRR5837738,SRR5837745,SRR5837752,SRR5837753,SRR5837762,SRR5837763
689f49dad1739d85048e9651e1eaf6d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,4,0,0,0,0,0
d6d9dd9c70230997d371eb2b745bb49b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
b452eb360f47f84aa0eadd3dd1698557,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22cb00f52cd60965f04e77f0ee2f01f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,2
7900abd1fb6d723fab01783ef057ddf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
fe8510d531c52b2dfccb20d14468138c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
6cf89046166e8522865210e57d61296d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fafad858b67ab0ff1c19bdd3344494f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd4bdf8fee4d90ee8d9b16e2b15ecc37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d446f3f1d9347a3b7fe0aaceb9ede684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa72eb78e539dc77f97997399f9da8ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a02cf2f7fff58dc06775daf94217b4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,0,0,0,0
a95daaead1594269963c4fbd498f9f0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9514616baf16fd4a8d6c2951b2a6f7af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
0e009d9f66ff86e7f13b38618267549f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e61d25a3c8a184c287ae3d66307faef1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,22,0,0,0,0,0
cb3a45de5a93fe31447add9ca1b8459e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ef3854146c6b70d9252bb5ffa9845d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83a147fada53a7e0bd2fa9e7d6d291db,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc8fa1a6bddf167cdce5e964313c49bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09ca89d7da7c2a0739f424cec23fd9ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd7e2e7b5279d7132b3ce92fbdf92fb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79fdea97ff803cccec1d562077bcbd3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c36fd0b372b58d3dcc3eb0fceaef1d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992fa385caa25ec2b81383b7872142b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
d7537ca5762eaedf77fce0e1eed5bfcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b1dbc2990aa97a3f901476b1c11e9f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
6b66f7785e71712a4f6b2b891eceba2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f46e7bcaa11979ba0536a8bc7bec01fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
a02bd6c80db61b30db89d54f673f6a17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c3e5f3bf60a5b512b9d9c50d3337221b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669559f9a5c4f11c960908a93d73a6b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
925614b274cb4858e62e4d021ff8858f,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cdd5d484bee3a225bf37ced743e755c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb9d1748ddf15a749eb69b42dfd04015,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b03a00dd323c627bdf5a7d6149a6da97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8ed13c370192fd46fb9d0d748afdf75f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
74612b00f907862620f31ee6d1eb38ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
5b686452871066e4ab04a25a07cdfa6d,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,6,0,0,0,4,16,0,0,7,0,5,0,0,74,0,0,0,0,6
35674ee0a478d33d8f7ffd1805cef895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706da42259c1d003fb95240fab6ffa07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e608396c18dc24e4e7cd72b85b1537f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557f8bc4426c5602470c9ce6f2cf408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701cad8b0def0a03721be2e82897c0a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2340dd6003bf711078e8f96eeee7b76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f501ab0e7f71300b9dc7f7079f17159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4e391c01083cf0903fb9814186b13a6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691e1eacc9962c82c88bb57f7e2e072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72edc3f18d3d580fdb255092f106c3b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5d4a4f88b1054ba0ea660191f4519e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791bbbb9919de2a6350e6e9fc3cb660c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e0ab19b15fd657955f944caf85000e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
c1256479ea8d3e92b46c7be19aeb8b6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,35,0,0,0,0,0,0,0,0,20,0,0,0,0,0
d35c1acd87e4322c98aae31ae6c8992d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6922d5c26fb790d46884aa17213c02c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cb2beb77c5bd60cf7d272e16016a6a9,0,0,0,0,0,14,0,0,0,0,1,9,0,0,30,0,0,9,0,0,0,18,41,0,0,0,16,0,0,3,0,0,0,0,5,0
07cfe94f14e948651ebcb530594402c8,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,32,0,0,0,0,0,0,3,0,0,0,0,3,0
6c0fb7f71f2ee78ac77d677a0a3bd12e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
061c4c10977281bbebbdd60e0b8a2a81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0
e7beb57e1289c08bea700e5f4f310992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
fec29b4e1751ba56face53b87560755f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
d0a6820bc86b8f88e48ca634e0965445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eabafaa07c6df2a51b252520737ee773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2288a989f2748402a9d7e2fc780ee92e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2a97a929224b0eafd177b401534d8eda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3381b6d0999d65a5b99fbfa77a601d08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e9dd9eaa2e9344ab95be9ab42c42efa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1deaf3f9e7e6be5585cad6fc0a8bc561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
075b0ad02eaa3cac5baaf42604235e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16f7459691fa10f7e1cb10be0899534b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d691fba8160a83d0c14d5213e0cd254a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc4b524b493f7bf521a7f9d42474285d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a707117d9c73a6bcba8414209d2ff88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
0aad9e169dad5a35b436f621c1d3dd92,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0
362383c7b147fcc73a155a2fabf3b446,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,0,0,0,5,8,4,5,0,25,0,0,0,0,6
b419dc6543c4c7116e3684b88907bf06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,44,0,0,0,0,0
b2d34264e8cdcf6b3e3bbe17f4df273c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,128,0,0,0,0,0,0
8e91279862d45907db81d2b7d867a378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
cf3155a22cf9fa61f182992036135294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,753,0,0,0,0,0,0
e05e56de6085b4fb19e5bf2d1f1a3d21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
dbecb0253182743b44b3759b7bf6c24d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
f49daa393062ea6c10d243bcd85607a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634e2afc2581a5c340c5ab620368784d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a9b0e0be97521c0567532477a8ea87a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5610b400c81607cb5030393d125328a4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeb307782020cfbb365400803540a105,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de50f00f547d17a0fb3607e4f4db47cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0
5b074fd241378f4e2696e8e7ec9b45d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad1c31ca479b1613d55495ca46d6e8ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b4d425efccaf5826f1de8a6e35f5da4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,7,0,0,0,0,0,0,9,6,0,0,0,0,0
751eb6962ab5c73ccb0da631ec732e7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
f8d7d91783adaf565d34156292e0308b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c62dab3b8276db887916b0bc954aa81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
70cd2f1893596d89fc74dbfc8c6706e5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1199fdec42b001fd5e92c6b3942a796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86f7eee427b5fee3e38d3fbe2f88d806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc6fffe28dd048ca1a6c35f7ed946a47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
d45a5ed48d39163b72d0f410c0cb1bd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
fbf00cee9e9360b7d5d03e117e3efb69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1e6cb1a63e9b9e67ef21cdb00d61290b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9969f2fc8ab0dea3c77db06392c8feb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7a2d755a875efdb51244d7e582504a8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
85dd2035897ce0db3c08548b4bfd5ef1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407d809d57842878a533348c5cfac23c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544c35dfc274cc746ea2e24391a06bca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1994acc99ce81f57406f1b07bc137a01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40657eaab0a20d5b37c5ad358c1dc874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,24,0,0,0,0,18,17,0,0,0,0,0
d19e60d902bfdc4e0e24083bddf0954b,0,47,0,0,0,0,4,0,0,0,39,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9fd388ec312ed4868bfdc9fb5a4e1efe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0
742f874f71af3415cd67e5d1b531263c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410ba07d3f19113eb7cde1198341dad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
8b0d4fa3dc577f466be7609c929220a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
b443d3fb974fd91fa68317c5c66c26af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b3f5f6fb290b0147f39d8e7dc24c0fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba6a0c24ad8de3de17c42a169a14a3f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebe4aac80b100e62ddeba0f0fd4941f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
7b988ed20d95d7429786f9d835515617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1b42c272791e3387ecd618c40e36a92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,60,0,0,0,0,0,0,0,0,109,0,0,0,0,0
8e7e6667ea30131ea341fe8de183b8f2,0,52,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,11,0,0,154,3,0,0,8,23,9,21,69,204,0,0,0,12,7
a86f058bc640ea85cd3bffac2f596be5,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,11,0,0,104,1,0,0,0,0,0,0,42,100,0,0,0,0,8
045acb54772f7cc1178e1b9fee6e4d3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
0ba862521e26224017678cd23e844d48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d33f873b710c4a243b3716423cffc2df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
85027ac2a5b60416707e8d1e2d46e6b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721794b9370253ea1661e019cda388a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd47753a90dc765291bf732bfade98b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
61c9c33a0563f4f9fed18269c2297787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a634020666a8ce3ea7a17748133326f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
f78ea4b7a75c041de382e42ff7612747,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,21,0,0,20,0,0,56,0,0,0,27,0,30,0,1,773,0,0,0,18,22
c2b46a5fee297b882116c61e253fd87d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
1d609ee783ec4f30017391d8a70e236f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,79,0,0,0,0,0
97710a94d6a3517dc8be6f316d29d171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88bd93032774247eab59758d49a0274e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e601ec16406bd2062dda4939fc45a92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
09265f7ef5652d7764a2fd407e8ae3cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8e453fe3c7ac3fa821636a208854c6b0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,25,0,0,20,0,0,0,8,0,0,0,0,0,17,0,1,0,0,0,0,0,0
a2d057f8f8597d769881fba4d47c57da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f477ff6f1eecbeea15084719f7a899c,0,0,0,0,0,3,0,0,0,0,0,0,14,0,58,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,0
9c4e2b69c4b1fd525a19cb8146bc6f9c,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,46,0,0,0,0,0
834b60d407d379c846b175671f73cef5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
b83720ce599ef7de4dfe2b218aaaddb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,0,0,0,0,0,0,46,0,0,0,0,0
a12142c9a3e97d2d31b408ea0d1ea21d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,46,67,0,0,0,0,0
345ae207ee5f22827d05b837a7d09ad9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0
01893665b2c0373fe35e9386da808e60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e0accb34999e4e41fb34910c0a7e40c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
