OTUID,SRR3931290,SRR3931291,SRR3931293,SRR3931294,SRR3931295,SRR3931296,SRR3931297,SRR3931298,SRR3931299,SRR3931300,SRR3931301,SRR3931302,SRR3931304,SRR3931305,SRR3931306,SRR3931307,SRR3931308,SRR3931309,SRR5837713,SRR5837714,SRR5837716,SRR5837717,SRR5837718,SRR5837719,SRR5837721,SRR5837732,SRR5837733,SRR5837734,SRR5837735,SRR5837737,SRR5837738,SRR5837745,SRR5837752,SRR5837753,SRR5837762,SRR5837763
78a2d5a135c029f9a76ae356e58b3c66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7f5e70d07903198f69def88fea0a354,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ac2293688a2c6793f248339c7a51829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289fad62c31b3476f2cffcc3c6b0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cb2007e4c6bb9d38f8418baac39a7a23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902742fc2b61ecb1f6978cbc58bd3ae6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
a1af1921ebea5a39044a04dc7bd26775,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c3fbeb2689d796b0d4cb66d300cdd43,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860f90a5876785719dae6d94495ef688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bf2370db91d350239989f32fdc5b3ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420cbfd12749c104a1625048b7567e3d,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71ed9480fd6997850558be68d839ce37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90d40bb6bec27e5139f4936a66236ac2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0
89c35e55faf22ab30d991b773ad7377e,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
a2622f1c9dab20ee6bf411b2e780ad10,0,0,0,0,0,64,19,0,10,0,0,0,0,9,22,20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4d73ae0767dee467f4d35162fca9662,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29ba6e7f36e4dd2e15562af6807b6d11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0534125da25cbf788b513f8713a1374b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0,0,0,48,0,0,0,0,0
c3da26be15d47e1e0e85e0de1e7ef835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eb55aca87ebacd029c1d6ba133ab717,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78f921c399fe47951557c2536231fbcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,74,30,0,0,0,0,0,0,0,29,0,0,0,0,0
573ec09e45ce8ce86209eef1db5e9eee,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621edab9e1f9f3e0674708de5c9ad952,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa3d52a506a0814168816fe78300f78b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,54,0,0,0,0,0,0,0,0,26,0,0,0,0,0
91cea39fe616eb9466481df3797ae586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
4538376b185ab1d25f5002698f02add9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
e97a7f230ba7597193c77e130146524f,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f8c55054fddc45294671c117d1272bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
98d99eca150139f1b75fd66b69c5b264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
5d6efd6eff8b53f0cbfac1efd5e87520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c38f4221187bed8e0e9bfa3a01940e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954728b1f88f6567b32fb93e8192ab9,0,0,0,0,0,18,0,0,0,0,0,8,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45b5b2fdb44b067175d104e6f5a747ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a0f3c96acf4f7bfbb088e2f8737c260,0,0,141,0,0,12,0,0,0,0,0,156,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b2501de63a21b8fca225f6a66af9a0c,0,0,0,0,0,58,0,0,54,0,0,0,0,0,47,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc2311ba7643eacc5e077b9360d1deca,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd1016ddff5d52af1ed3a31eadcaf207,0,0,29,0,27,149,0,0,186,0,0,154,0,40,160,0,0,158,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
d65d5ec25a9d53fd60b7fb69dec3b49f,0,0,42,0,0,122,0,0,28,0,0,22,17,0,140,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48c86ed8bc54081a476db60e14d38f52,0,0,0,0,0,28,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938526e6cebd2831e4f9702dd37fdefb,0,0,0,0,0,0,0,0,0,26,0,0,0,36,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c3b4e72c5e9feb48577e47712d8c0f7,0,0,142,0,0,33,0,0,275,0,0,196,0,0,20,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed93706424c640919a13de50ae2bf3eb,0,0,12,0,0,62,0,0,11,0,0,99,0,0,65,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f45d4a01faefd56b48f919d2181bdbbf,0,0,28,0,0,171,0,0,42,0,0,46,0,0,180,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38d752f316843e79a2abbb132fed3ed9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba0419e95dd732cb452692978d7f7d3d,0,0,13,0,0,61,0,0,55,0,0,28,0,0,70,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26d7c959e05e6a485a4112c8f2535e26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f1ff030440b9b4aa9df88d920f365c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
5c70916172dded25c9afbf559f5e5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d9cbab4f672262486c3f02272433d19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c82d872bd52b1498e2590a716bb28b0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
f8d440c8c6698b1d518e1661ecb37716,0,0,0,0,0,94,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aac518dcc953cffdccd52231acc3ae0f,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617c98ac815803058cb855d84a489293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6509dbe9bbb7482ab0cb1de6575215b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
716c3c948b93486b1d2e1e9e7425ee8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6df26cfd2f7250cf75561aeec58a0b9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0
78074c3f8453e1264d28a45fc5c33ce2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dbe787a55d7a31e60724c96e9e9e564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30fe171d10228e63c01ac34e5545a992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
