OTUID,SRR17879716,SRR17879717,SRR17879718,SRR17879719,SRR17879720,SRR17879721,SRR17879722,SRR17879723,SRR17879724,SRR17879725,SRR17879727,SRR17879728,SRR17879729,SRR17879755,SRR17879756,SRR17879757,SRR17879758,SRR17879759,SRR17879760,SRR17879761,SRR17879762,SRR17879763,SRR17879764,SRR17879766,SRR17879767,SRR17879768,SRR17879769,SRR17879770,SRR17879771,SRR17879772,SRR17879773,SRR17879774,SRR17879775,SRR17879777,SRR17879778,SRR17879779,SRR17879780,SRR17879781,SRR17879782,SRR17879783,SRR17879786,SRR17879787,SRR17879788,SRR17879790,SRR17879791,SRR17879792,SRR17879793,SRR17879794,SRR17879795,SRR17879796,SRR17879797,SRR17879798,SRR17879799,SRR17879801,SRR17879802,SRR17879803,SRR17879804,SRR17879805,SRR17879806,SRR17879807,SRR17879808,SRR17879809,SRR17879810
88640f23a73919db7c02ca840f1e68bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
ac230fbfb30cf436747a6da58f5c1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31c52839f9f26449aaf1fc140b1017db,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091e73b58424fd017dc42324f999d2e,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
78c9b72b499f496c88f97d19fb4267e7,0,0,0,0,0,25,0,0,0,27,0,0,0,0,0,0,0,0,0,35,0,0,0,0,40,0,0,59,0,0,37,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34f70aa770711fe357b75c6251a99208,17,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65a92b798f28fbb79e5587f8c448e1e9,47,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,47,0,0,30,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261b067443a1a7a4006ddc25ef234b33,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b804867ab63ff8879d8fe19f32e4e004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a6ef41a6e336ca480834f1224501010,33,24,0,0,77,0,0,0,65,46,0,0,56,0,0,0,47,0,0,36,46,0,0,44,52,0,0,87,0,0,73,52,51,0,50,40,0,0,0,59,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451eda297edebb6181989241a7821cee,0,22,0,0,0,41,0,40,0,42,0,0,0,0,0,0,0,0,0,59,24,0,0,32,45,0,0,0,34,0,0,25,0,0,40,32,0,0,0,49,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
8c473bacbdd2496b731954ac1aad8ae3,17,17,0,0,0,0,0,0,0,19,0,0,0,0,0,0,21,0,0,17,6,0,0,20,19,0,0,25,0,23,29,21,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
7078db8f9f06f01b58395fc1298c68d9,0,16,0,0,0,19,0,0,0,8,0,0,0,0,0,0,0,0,0,26,7,0,0,13,13,0,0,0,22,0,0,6,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
8685cac3c0a2a64259bd5d13c3b50057,12,28,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25478b0911b0d588ccd0b04a76c3d817,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bf24e0105b777e8f63c1ac683947484,4,28,0,0,0,32,0,52,0,36,0,0,0,0,0,0,34,20,0,7,13,0,0,2,33,0,0,7,21,28,0,37,0,57,0,26,0,53,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,0,22,0,0
f677a26e97c0c253a2a1d3588877f60c,6,24,0,0,0,41,0,0,0,41,0,0,0,0,0,0,27,0,0,8,16,0,0,5,33,0,23,6,21,0,0,26,0,0,0,20,47,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,0,17,0,0
29478778615c3cf11a9d9dce275b9b90,3,25,0,22,0,22,0,42,0,38,0,24,0,0,0,0,30,0,0,16,21,0,0,12,38,0,0,1,15,0,0,32,0,0,0,21,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0
53723455a83c2a0d35f3ab40c198d8ca,9,32,0,0,0,18,20,0,36,31,0,0,0,0,0,0,24,0,0,5,17,0,0,3,25,0,0,3,19,0,0,17,0,0,0,34,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
5d99a48364262b314786cd99a43a33a8,20,34,0,0,0,13,0,0,0,38,0,0,0,0,0,0,15,0,0,0,18,0,0,0,25,0,0,0,23,0,0,28,0,0,0,25,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
9187d216403c5098e2a3200f4f94d019,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,0,0,13,10,0,0,14,0,0,0,11,0,0,0,16,0,0,0,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
9fac00603cc24868ea88d90a8dee431b,15,62,0,0,22,29,0,0,0,45,0,0,64,0,0,0,32,0,0,14,52,0,12,20,46,0,0,23,36,0,27,38,0,0,17,47,0,0,65,118,0,0,0,0,31,0,0,0,32,0,0,0,25,0,0,22,29,0,0,67,11,14,0
11a0157a27addc1dbd62e9bd0104208b,14,51,0,0,27,34,0,0,0,54,29,0,0,0,0,0,29,0,0,8,35,0,0,8,46,0,0,14,23,0,16,25,0,0,21,38,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,0,0,12,0,0
181acabba940fa71990a15e3bd2fb8fc,33,63,0,0,0,15,0,0,0,35,0,0,0,0,0,0,20,0,0,0,25,0,0,0,42,0,0,0,24,0,51,25,0,0,0,26,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
e398c841d9050849f4ec178a2d282bb6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,22,0,0,34,20,0,0,39,0,0,0,40,0,0,0,17,0,0,0,16,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
5def4c09918953f43a9fdd7791b0f1e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47c648716a9db70ee2e9fe6c07865bf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fad8838d17ae802fe166f218b30520c,9,18,0,0,24,10,0,0,0,27,0,0,24,0,0,0,9,5,0,10,18,0,0,13,12,0,0,12,9,0,10,13,0,0,11,28,0,0,19,2,0,0,0,0,10,0,0,0,9,0,0,0,15,0,0,33,10,0,0,27,5,0,0
107b987c615da9410aacc265ae021b46,7,15,0,0,12,11,0,0,0,16,0,0,0,0,0,0,9,0,0,11,25,0,0,14,7,0,0,8,1,0,12,14,0,0,12,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,5,0,0
8155165ccf88fe8e4a9b9cd2301e7e63,17,20,0,0,0,6,0,0,0,18,0,0,0,0,0,0,13,0,0,0,11,0,0,0,9,0,0,0,7,0,19,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
3d8c520e49dc4e7a13d5b1ec1e9384c8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,22,10,0,0,16,0,0,0,14,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
360205ef4932a61610ea09ab4cdfcc48,2,30,0,0,3,3,0,0,0,24,0,0,8,0,0,0,5,4,0,6,18,0,12,6,20,0,0,12,13,0,4,8,0,0,8,18,0,0,0,11,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,8,0
09bd4c6cbd68ccd7266ec5835ebeffb9,7,22,0,0,7,4,0,0,0,28,0,0,0,0,0,0,4,0,0,9,20,0,0,9,14,0,0,9,3,0,1,8,0,0,6,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2579df204b3d6fb7e50592cb4a9a167b,5,16,0,0,5,6,7,0,6,12,0,0,3,0,0,0,2,0,0,1,15,0,0,3,21,0,0,3,8,0,7,8,0,0,1,12,0,0,0,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
d85e0c0bdec9c0c92d8b41244de24b9b,2,4,0,0,0,5,0,0,0,9,0,0,0,0,0,0,6,0,0,1,3,0,0,0,4,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0
31ce7a0e014962fc1ebf057df9d99ff6,3,4,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0
e3234a92a2c0d2a0039c1ea9b18caf57,6,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
17ba372978b7abbf8cc6bcd32807ed7c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,8,1,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
657bcf146899894a1ce956bbd214ba57,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7761fa376d2304460ca3b115cfe7f4ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1d9a14ba5bedcd2165c55d7e3e899fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b77c40361799e1dc08cf10c2a4b374bb,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,3,0,0
139a9f2344266c38cbf8eee5daa4d50f,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0
de3b8072fdd85df7406556596e45908c,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0
bd557509069dc5a377f514cc8cd2dd97,2,16,0,0,6,7,0,15,0,14,0,0,10,0,0,0,6,0,0,5,14,0,5,3,5,0,0,3,5,0,4,5,0,4,4,16,0,0,11,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9,0
bc8b5efcec98bf18528514083b63ffbf,5,4,0,0,2,10,0,0,0,12,4,0,0,0,0,0,4,0,0,6,13,0,0,3,3,0,0,7,2,0,2,8,0,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
9dd6cfe71d2cdce0598d76360a8218b6,11,9,0,0,5,16,0,0,8,6,0,0,3,0,0,0,5,0,0,1,14,0,0,4,2,0,0,4,7,0,4,9,0,0,5,9,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f62f7b81db686bb840935bb0c703d4f1,8,10,0,0,0,8,0,0,0,7,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,7,0,12,18,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4b2949d04a7aa59b1c25e803d8f8ba02,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,10,7,0,0,7,0,0,0,14,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
f5856107223b41dd3c2968e8fd3b3744,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,21,0,0,0,11,0,0,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102f9d6af1efc5de0ec677a4ad336dc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0,16,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cb97b37ccd1135e943a52809aa5b8cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
dc9a23c033fce84a8f428b6c44066777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
5b179a62e2a9e37f5f4b7cd3c8b19551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,25,0,0
7dd3ec21f97d1fc7bddb41d06d2224d5,21,0,0,0,18,0,0,0,0,23,0,0,13,0,0,0,0,0,0,14,0,0,0,0,45,0,0,38,0,0,20,0,0,0,0,25,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b83c13fae082f52518860886e250572,0,35,0,0,0,29,0,0,0,23,17,0,15,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,0,0,0,0
95b2dbd2ef0ae5ef8f00a639d62a85cd,0,16,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,0,0,0,0,19,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
a9fd8aa307b97a198f8224398dd638d6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,23,0,0,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a433db97e8c5587fd9f23d6dceb12594,35,0,0,0,20,0,0,0,0,23,0,0,18,0,0,0,0,0,0,21,0,0,0,0,7,0,0,34,0,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c4ba16f72cb06b7e46b9f4182127939,0,12,0,0,0,17,0,0,0,31,13,0,19,0,0,0,0,0,0,12,0,0,0,25,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0
bb800f9fc0790944b63780067f1bbbbb,0,0,0,0,0,27,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e088da46246d9c10559d3ccb50ee5ec6,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
8e8c8a3acb3c22334497e47be76e7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
52fdc70f01b2cf4205e47b162ee54714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3bea7357ba28a2853e7964d642a1c4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c939342e6c7ba9e5f19b9fab76fa5e8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4e8d32419a94522bb3ed6bb6ab053fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726e6cebd5ef14f81a024b55b4a71abf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cad5f842008ee7512ee2c56a35f8fda2,50,33,38,0,57,34,48,18,19,61,39,23,49,0,0,0,19,31,0,72,30,0,12,20,44,28,0,44,19,0,70,24,0,28,27,37,0,0,13,36,0,0,34,0,0,0,68,0,11,0,0,0,14,0,0,47,11,0,0,20,25,0,0
f98cb451e68a0615a1a0f81fba75d13d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1aed691ddcc415a53a370ba64620100c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64b424dd4ff17b365a39cb3fa2462cab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
d0fddefdd88b5b513969352c7e103d39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
c6a861fbfd20213490b2e4e38e7d0ae6,22,17,0,0,32,23,0,8,0,13,0,0,29,0,0,0,17,6,0,49,19,0,10,0,18,25,0,19,14,0,27,19,0,12,9,14,0,0,13,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,45,15,0,0,25,18,0,0
c0ed0bb784a201944c12f14743560522,16,14,0,0,18,16,0,7,0,9,0,0,16,0,0,0,12,20,0,30,22,0,12,0,17,0,0,13,11,0,19,20,0,9,5,14,0,0,10,1,0,0,0,0,7,0,0,0,21,0,0,0,0,0,0,23,5,0,22,11,10,0,0
e6a97ddd26458de3f5d304aa11655de9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
b8d976d7ea1e2c42f119762faafda338,0,70,0,0,0,67,0,0,0,62,0,0,35,0,0,0,71,0,0,21,48,0,0,0,35,0,0,0,0,0,34,0,0,0,0,58,44,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
fa7e71f6f3d8f65349309676d80073d2,0,30,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,34,0,0,0,18,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cf97c240e7a755b3ae5c7ff2df94b52,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35b7e2445ef1fd7d2a4cacae9e26fe20,26,7,0,0,5,0,0,0,0,13,0,0,12,0,0,0,0,0,0,7,0,0,0,21,14,0,0,19,0,0,33,14,0,0,0,0,0,0,0,0,0,0,0,29,34,0,0,54,0,0,32,0,53,0,0,3,0,0,0,0,0,0,12
54f173b02364871c96bd1b5677da5807,0,4,0,0,14,0,0,0,0,8,0,0,4,0,0,0,0,0,0,6,0,0,0,0,12,0,0,20,0,0,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,45,0,0,8,0,0,0,0,0,0,0
d061dbbe518254ee0cc7ac18b633ad62,28,17,0,0,16,5,0,0,0,21,0,0,22,0,0,0,0,0,0,18,4,0,0,41,47,0,0,56,0,0,65,26,0,0,0,0,0,0,0,18,0,0,0,27,46,0,0,54,0,0,50,0,86,27,0,12,0,0,0,0,0,0,0
46a07e73c7d68df9c0a0b7639dcea8bf,0,12,0,18,20,0,0,0,0,9,0,0,10,0,0,0,0,0,0,9,14,0,0,0,33,0,0,54,0,0,38,24,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,15,0,0,0,0,0,0,0
68a7460a638377814513597c27e19469,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,4,0,0,0,50,0,0,43,0,0,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,46,0,0,15,0,0,0,0,0,0,0
7b36348d4204018391d04821784f772f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
23f5d9334da8b14c84e1b61dd72bcabd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8efa5e5d0112209452b2ca8650e448dd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a869c31bc6d4418af44f68a32c13698,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89fb67d28f81ae728d20c702482bdc8e,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66c45544f05dba28c4b88e5c407f0533,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
68af4a0866c6869725f81dc892540ab6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
