OTUID,SRR19238715,SRR19238716,SRR19238717,SRR19238718,SRR19238719,SRR19238720,SRR19238721,SRR19238722,SRR19238723,SRR19238724,SRR19238725,SRR19238726,SRR19238727,SRR19238728,SRR19238729,SRR19238730,SRR19238731,SRR19238732,SRR19238733
39da360d4e694b47e656940b49f63add,0,0,0,0,0,0,64,0,0,37,0,30,12,0,0,0,0,0,0
2e6c3625368e7bff39ec95cfe8492896,0,0,0,0,0,0,64,9,0,44,79,40,44,0,0,0,0,0,0
4d3c5ad8c3c4e08ac6eeeab8f720832c,0,0,0,0,0,46,67,0,0,37,14,0,0,0,0,0,0,0,0
04d7c458869c1aca1e2f6f09ff494485,0,0,0,0,0,124,589,146,0,109,109,85,52,0,0,36,11,0,0
4cd6416a30c96391f9f671e9c199d459,0,0,0,0,0,40,226,74,0,0,0,0,0,0,0,0,0,0,0
8b212412a730909ab5675740d57f9d78,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
b17d1458a77f6995854dd91b6c50b758,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
b618d65d83a936068483c06133a24d47,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
d8c265c340ec7e79cda0670cb62ac961,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
af6c2cc1393cfef6e13c8c8fad425da0,0,0,0,0,0,101,80,67,0,44,32,0,0,131,20,111,0,0,0
54373c5211a6677e8a01f7781397303a,0,0,0,0,0,38,35,0,0,0,0,0,15,0,0,0,0,0,0
6c3f5a51367042bf417fb5e4060107e1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
e73b1049e7c64394a0beb41dc341f719,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1550e3652d28cc073206c0b787eacae,0,0,0,0,0,38,71,72,0,0,0,0,0,0,0,0,0,0,0
0270f34d68010d509b137c4e67ec01bc,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,0,7,0,0
da5c214e9021fbfe58247747bfd4578a,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
52779864d9252da071dbacee9c9ef069,0,0,0,0,0,17,69,32,0,0,0,0,0,0,0,0,0,0,0
773ec2591eeaf1b92411bb88bd55d9e0,0,0,0,0,0,0,49,16,0,0,0,0,0,0,0,0,0,0,0
43ddb1dc06dbbd1cdcb9a4b364434f2d,0,0,0,0,0,106,804,252,0,0,0,0,0,0,0,0,0,0,0
6bbde2bfb866862175d5aadd3aaecff2,0,0,0,0,0,0,167,45,0,0,0,0,0,0,0,0,0,0,0
5c63d425075dc784edd7834cad3de745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
9d2450719f1d33d513364be3a44cb8d3,0,0,0,0,0,0,388,115,0,0,0,47,118,0,0,32,125,0,0
d34e529d6535299ac3bfcb8ccbd47245,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
c56d09c8c2a28cd83df9d30ab5a3e80b,0,0,0,0,0,34,0,22,0,0,0,0,0,0,0,0,0,0,0
f2bf8416d0fa96394e4465ec3b44018a,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
d6e4e23020d8c8fa8191973a1a3a826b,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
8a039732904a122d649a22b4548bb8ab,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0
a7f6fc84b585b9b4d5496035c002e11c,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
515fca7e7a8f70ab7c09c1b57f2499ea,0,0,0,0,0,0,0,0,0,46,0,58,13,0,0,0,15,0,0
b191d471ac69fe073091e2c6cc3e9f61,0,31,0,16,0,24,21,0,0,69,86,50,58,77,47,28,26,0,0
2118be94cb53ca10b16c320ad53a1d4c,0,0,0,0,0,0,0,0,0,33,0,23,0,0,0,0,0,0,0
98e4d41fae33874b638dab2ee9a93238,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
396cacee06c4d2da762ec5254da772ac,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
a181692ee9d35b9a9cd49c575abc7527,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
6e162fef2ac6c31f20cac2744d2a9384,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
c1baee482b82bb263e65a5dab6cd4281,0,0,0,0,0,0,0,0,0,97,0,62,0,0,0,12,0,0,0
b8ded2dd76f9b69d89c499dd262d9b90,0,0,0,0,0,129,163,149,20,0,0,0,0,0,0,0,0,0,0
52b259d19b89c47585a4af4fbd58ec54,0,0,0,0,0,0,0,0,0,359,78,57,0,0,0,55,37,0,0
1898af9b899234d6c13005dc8bb7fb13,0,0,0,0,0,57,63,49,0,161,36,87,62,0,0,64,0,0,0
00dbd5f3dcbf21fe18b245c64bebc208,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2d5f2c0d203126209c1ca76813c09eda,0,0,0,0,0,0,79,0,0,19,24,0,9,0,0,0,0,0,0
b5e447eeab7e653ec1760b650cf346ed,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
d6a7c9fbe6b1ae8ff60c5550f736d53d,0,0,0,0,0,0,56,31,0,60,36,70,0,0,0,18,7,0,0
705cc0dd2602884ec1fbdb9a17a158d1,3,0,0,0,0,63,25,0,0,3503,79,1993,60,48,0,308,0,0,0
fa94d099dbd49b4f41b21770cf1026f6,50,65,38,204,64,0,68,17,0,0,0,0,0,191,712,0,0,0,0
1d8f1f936e8aa79116a8becd67f9975b,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
2704d5f7c9337e053a9d6f8e30bd45a3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cab30f410fe60a3e616274920c284889,0,0,0,0,0,33,97,57,0,34,74,0,0,0,0,0,35,0,0
76e36b829eb58e5d327491fe1919c6f5,0,7,0,0,0,77,197,100,0,88,0,39,27,108,0,50,0,0,0
548d96327c5db5af9e70c5c877937cd2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2d6c85f644ca684383bb154b05a02cc,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0383978e84157333388df8ef40717a31,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,66,0,0
69cbcecaf2824a33e5fd0aa506112e21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
de0df6dfb78e864fa449cdbe4ae71019,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
4b460fe2a930b8bc4943611e60f7a924,11,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
bc4cf2296e0ef0f5d4d03e733a5f756b,216,89,34,673,312,0,0,0,0,0,0,0,0,0,0,0,0,57,0
df668143199f94a18282833aaac844a7,0,0,0,86,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d84c98a845edc035b06a54baf9dfb2b5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
69e3fdee7f187222351f53955c67f036,0,0,0,0,0,0,0,0,0,19,0,0,0,70,10,16,0,0,0
80c9bc75f901f0cdd89fd2411d5ffa27,0,0,0,0,0,24,50,32,0,16,49,10,0,0,0,0,0,0,0
ac29122154552c53796a64e91631fb22,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa78446c1eb0b09f762b8daaafc504f7,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f228937a468959567662671773b3c2d0,46,0,0,120,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccd12fa25a5ae575f837ef1f9c5fcd79,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155ea6aaa3915a33e2ff723cbbef9bf,96,96,0,85,53,0,0,0,0,0,0,0,0,0,0,0,0,43,0
1015e7a8d37a35fa3cff089886cfcb01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,0,0
a6bdba7030ce7bcfffabf5cd791cef0e,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c10846083c90e18826a959c1a562bad3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,27,0,0
e8af7274fc294d6c09d8b32f8d7c6d41,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
98f4151d6c9a9ec03c2299c4208036c2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66a61d8265d40231626d9b972a49fe73,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff28f0ae2e21089bbf728b4192c96f57,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da15ac530bfac0b519b5bdc348ae77af,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13
a69986fbcc57309eb7fd6c5f6646feb6,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0
0cf9a1e7200e8c6660e3bdb320815945,0,0,0,0,0,0,42,0,0,32,0,0,0,0,0,0,0,0,0
fb95712631bb7d17ad13024cd4a4ee83,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955ba2b9efbdcc517d71bc39f3c74af5,0,50,0,14,10,759,889,385,0,103,213,168,148,328,152,119,180,0,5
00c202d416966a0974c1ef5ed61e5868,0,0,0,0,0,239,942,645,207,84,765,75,354,0,0,54,669,0,0
4f0c7b969bc9e6a5488636af91d0c6c0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7ea7675702e19806d7b384086a251ba7,63,62,61,37,46,0,0,0,0,0,0,0,0,0,0,0,0,52,62
7766f8954f5b8c7a203b8ecafda5291b,7423,7004,7133,3553,2739,18,0,0,0,0,0,0,0,70,124,0,0,9233,8277
351e13efa1a96e377e8e3cfd4f816125,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68daf0a34c81c5134e8831bc304cd0d0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d752229f78e8c8a60e171f6979e94bf0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
946eef5d93a3f53d2a53b72680317a22,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
9a119b09fba6ee218d35afad9c9086a8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bef139edb6cb3fda71708a05516ba813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
429c8546914de701ed6b6df3227ed862,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b5db5dec1d994a60277779b7160c6d4b,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620bf61695c25c9508a06428e91d7adf,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7fdc6b19144776aef4c3d1c19d0d0ea,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e8e5992217f2f9d97bf5d0331c8e2fe,0,0,0,0,0,12,40,0,0,0,39,0,0,0,0,0,18,0,0
b1056c834d63d558d0a283f228effafe,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
dad76356e921ec5c5365ad2441a67e88,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
c06dbe5e830c630d241d32dfb69adff3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
b0f72e5d8e8c664a3cf53267894a754f,37,0,0,72,36,142,932,0,0,44,0,0,41,0,26,1305,1623,0,0
6cd2e5651ade8fc0d483a39dfafff4dc,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
73ef2e714aea45e66b069da322c2e1da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0
e0330571392f36c7531e98b3df05cbfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0
8811d8dcc2cf20f1ead0ec68c7cfdaa3,0,0,0,0,0,89,237,0,0,0,0,0,0,0,0,148,192,0,0
9faaa6d8c316d38ecffd026642435d4e,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
175505c10940e2727a685f7fab26ebe7,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
5ab26505d2184214622340919be00e3e,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
b48b6fa8e53e2aab0e9e29d547959118,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
304a306a2545985791cbb8cb81d483c6,0,0,0,0,0,25,0,4,0,0,3,0,0,0,0,0,0,0,0
7ce1be607a64ebc1adcaa78e909bd0a7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
42c3b8629f682d3ab0cabe6b8465a679,134,0,51,574,438,0,0,0,0,0,0,0,0,0,0,0,0,0,40
07761c513d65b99b6af8c29a2b7906be,0,40,26,107,103,0,0,0,0,0,0,0,0,0,0,0,0,33,0
a1fc10025e2938102d6ae39584a438ba,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505b1bb60dd49c18c4c7d6204617db5d,73,11,0,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,6
a4913266c02899e55c660690dc151971,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22a31245053ab136826e2c5fcb8df6c8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7587b28959b7d4ce9652eeb87419f9a3,84,0,0,328,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec381db479dacda0def2394642a54125,0,0,0,75,26,0,0,0,0,0,0,0,0,0,0,0,0,63,0
91dc6068efc28bcb2ac55e34b08be15c,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f0d9cb1e00a7048ba55424cda78c991,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
a6a13c14d252e08858a5867761863324,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
b6adaca89a2838d9f288e4c647f58460,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d0910a96921b21470dd7a375030e449,19,0,0,54,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150ed31ba20d8530a9a823d31b439e37,0,0,0,0,0,25,50,21,0,0,0,0,0,0,0,0,0,0,0
4ea0d14f44c09b6abe9a9c08f4ca8105,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3173e1fe006f95bcd30f71041e971db,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1900b5252d9ac201ba04819f82224af,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
b1a4f5c8a3830cd8b17f7fae6e9a2811,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
d844acbc3a814493543be961b778eae9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
3d512d69fdb74371a1b592a3147c3fbe,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
de0a1fb3a6359fc39fe699472c43b23f,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
4519bd862cf837b0abd40972a0073528,7,0,0,0,0,436,403,680,0,622,152,0,0,0,14,0,0,0,0
764f0e06009bbd0003083bd3a5196ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
bbdbd1f57a00c1aa10778f7207bb8156,0,0,0,0,0,0,0,8,0,0,0,19,0,0,0,37,0,0,0
6557c42ed31eb59b0259ec77a1b4b039,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0b7e81f978f874acb808c55433ed06d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
97f348cdadddd7a956c31af5a3c38a08,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
31b7651c6567a3175607e7d1a2b593e6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ece7c0367ffd506466b326ff8c1e366,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d4c6c91ac458364c53a57b6f7920aa3,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,36,0,0,0
d56b070ea4c077ce7b296eb0f7ee0e45,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847d732cc89ad888599acb01ef93a4e3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
ae1be0f4d721931f66043a3208348111,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ea1e64a862bf0c90be1623d455264a5e,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
5c03313c4987e147c54a6627a14c9e56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
67cb14b3088e3d9a501248a13cb7be5c,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
16523951d2810c4614a27cf0012706b3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
99f4c53abb60f00ac9bd6640c744e533,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
527099d76aa1ba2cccf107eb1beb7557,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
d9125140ec2fc89d146893fcb58b87eb,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
3be7101ec00de1c41ff956614756f190,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0
2b2870880f67060941eadffed4edda92,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
38e1dbe2c6ea41f6229c60692217799f,0,0,0,0,0,38,107,0,0,1609,1081,2922,1004,73,0,1477,981,0,0
af8cd901ea90cf724401139fef520175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
06587066a07143b56ea2885428ce401c,0,0,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0
6946811a9c98ff5d9ab19d157087c202,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
d504f46d1c6e5104bb4bc790f4a213c7,0,0,0,0,0,1687,588,387,0,0,0,0,0,0,0,0,0,0,0
2cbd48a93c54c961e2b734c4cfaa3e36,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
29284e4dccf584c955a99bb3518ab2bb,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
33aad1ea75331f41731b107a3ee5cae5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fdf1d42c2e741537f6d87b05d1fe227,0,0,0,0,0,0,0,7,0,0,0,0,0,2911,2907,0,0,72,29
622c2aec03d8ad0afaaae70c80e9fadc,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
3a6a4a5fed78ebb58099cdeaf69ada27,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
b477b9b7fa6c7e5d7d315c4a6a32f2d1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
d6e57677c3724d9017bcef89806086d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
5d93226efb29d6ed89a4a0c05fd8dd1d,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
0ad0ada495d99fca049e23e256046300,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
917cc5d4f9fa7c6424dfbaa3f782202a,0,0,0,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
32ef3af624ebd21f45d60abdc87caca6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
c15f8bde2c0cc194418896b800bae624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
b4cef6ddb852ba7c281ac73abdceb417,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
4405ce3b7dab51b7dab662b185fdb5c3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
7c93021fc2142936b569ac75432b3929,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90f85b64d52d93eaf29c465501d01e7e,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
b372ce68616b60a40d6a550f6c200afb,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
e24d836770dc9bced5d25f2b6a7fd1f3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38150c938adc9a33328a535c34001b0c,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ed6190bccf23935f32593da3cd06daa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
a3cd39441744f6b4a43e891a7506cb64,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0dc2a3c831991e4fe6c9cd07bdf2c667,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644fbc3bbff1b44c95f2e34292555eef,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed0bf65e576d979938750686a093c74c,3917,3663,3632,1883,1506,0,0,0,0,0,0,0,0,0,71,0,0,4776,4163
3cdd8d4d8a510d98002498ef2e017c2c,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0
7a15e360f9323d61e4a99d7339bf6f11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
2e53c58fac9324f129ce066d0a242efd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26093bd10b852e0d2b08ddf99f3c3e3e,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
208f6948f31ce80e61d299fe1eb9bd39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19bd4626ea76e4f48d3c291756e53f2a,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13405e092b11dbcf6c8fe0bbc52c768d,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be588f258b54a385453a62f0bc9e5e9e,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9749a4d93f7341ad98ca9c0df3656a4e,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
82be316ced4ea8b971d8c642a5d327b5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
d295d69ceab6e9b9b03b93404c66c112,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
154fb91c4195f096918a063e91da57bd,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efa9e7243072fc8695d2d2cafcbfc6ac,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
c38945f824ef4129130374408a228c91,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cb9ff1f16fcced36839a06ea761f617,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
0cbbdb06469bd1577bb843b663ef1d15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
90031ffd5ae2a96ac2226a57fdca26a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
71b62129417980c473166b338324ff8a,0,0,0,0,0,17,0,0,0,0,38,15,61,0,0,0,0,0,0
98447b07b7b56a6d163ecaf8b0ccd4b8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8956b91f98a98edbbf155acce51a6f6b,0,0,0,0,0,30,86,49,0,0,0,0,0,0,0,0,0,0,0
825de34e060d9772a7eb2df10e8f1be3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
d608c52792926ab0ca04d1985ca70a26,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0500b9918ede45ec4b0af6688bb39ef,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44afdbe393329ace8667dc1c9bebdefc,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,48,0,0
866edf512335999f85a344d5a589649f,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
4efcbe34b08781878d959859f2b3d37e,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5071a2b0b72c8550fe1e835a11eb8db1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
49521ba488204eee752687b9e0aeb7f1,0,0,0,0,0,0,121,54,0,0,16,0,0,0,0,0,0,0,0
8b03eb490b83b958ba7671fc60efa4e5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
efd6d9809ae73188dc41ca102bd11cf8,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
b3fcd421746dfc2b36fdf84eecbd455f,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
b5d0acc5494beb9c6f0fe3887dd0cc6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
45ea585c1ad8c55ccab9862461ceab21,0,0,0,0,0,502,492,742,0,693,145,0,47,0,0,34,0,13,0
a4cdc134e62eac00147d38db49dea6f6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563054da7c59f07779508c3d2705938f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
1a38f48cfe7371b86f6fcfb9ecf108ff,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
f042e4757b0bb90701ff71379216ad7d,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
dc32d9f78d503cb5f4293863fc41f8ee,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bfc779808beaea12e7ddd4b3b4b4881,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
e95b748cd3b16c8593b266894f43558e,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63eba15d66ece40b83fe160a25eed607,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8f96da5302b8cbedd2b66db11932bc2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,0,0
e4b0096fd1c17f55ba07e12c932df80e,0,0,0,35,0,160,76,54,0,300,0,152,0,2187,41,456,51,0,0
fe0069a97d6482b3f61115ef3184af79,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
c8d72c654da81cf1a505c9c9b50ca3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
9d68ea0b5ee6a8d45a5b7a7f3db6c63a,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0
41d813067eae6c4d03eafcd9d68b2fb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
fa87d1f42e35e82552e21698ec582e7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
99f3aa7ae46e5470eb574d548cae4aa7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
860636e41e8e3076c83ca6f88a730294,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0
554dc8a0e6794e2402581caeac4e612c,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9c9d98877d0d8783acba9656e9e35b79,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
