OTUID,SRR19238715,SRR19238716,SRR19238717,SRR19238718,SRR19238719,SRR19238720,SRR19238721,SRR19238722,SRR19238723,SRR19238724,SRR19238725,SRR19238726,SRR19238727,SRR19238728,SRR19238729,SRR19238730,SRR19238731,SRR19238732,SRR19238733
6a304f400245ffdae4678a352464aeea,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
0f44c25cb70730afa51df722ad40546a,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
437a8a6fd9ff22f041853f6b70404d0a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
71f4857ea93c50b8fdf31b338f120a89,0,0,0,0,0,0,0,0,0,16,0,32,0,0,0,0,0,0,0
22d9eac5caa53b4a74325b651adc178c,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
498face5a7be04f32f661413fd36d407,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
ba1befd08ff2621ea5f8a2426d4c81e4,0,0,0,0,0,0,0,0,0,7,58,0,0,0,0,0,0,0,0
ffeab195772f9e8cb9d6fc4b8ee81715,0,0,0,0,0,0,68,0,0,29,0,0,10,0,0,0,0,0,0
d4e755ce247303f334f710cbaf265a93,0,0,0,0,0,33,140,70,0,0,0,0,0,22,14,0,0,0,0
0d912a97c20659ebb78fb7c2b63a36b8,0,0,0,0,0,11,17,0,0,71,0,18,0,0,0,0,0,0,0
221399850e1d993ccfc888e7c6b8909f,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,54,0,0,0
048f0dc6aff5bad986b357a8e9abc800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,0,0
aabc0c453823a9aae9cda1b9248abcb7,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0
5fd1e1dfafadae715b8b28a78aa3b3db,0,0,0,0,0,0,0,0,0,0,34,58,68,0,0,0,0,0,0
9820e1aeb2c9296020049e24b07f6578,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0146634e3955c0ad0e0e781582bf05a7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3eed640380d50e66ccf9faf49ebac853,0,0,0,0,0,0,0,30,0,35,130,44,48,0,0,0,52,0,0
9242c50538b6107f8735a5f182ceec3a,76,107,64,127,73,168,862,400,0,849,1960,644,1011,70,80,165,912,41,0
e064c170830fd4f8b58009cdb811c484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
8eaef42fb8a50961f412cb5d1612fde6,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0
3084d504fb0293cecb59369d1e16cb92,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
0374a607b74b30fe609b30607f1e10d5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0afc28a534cb4bbb02aff72f726175c,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8ce65e0f9caba9da36b0c6fa5ad5102,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22833c6d88c6d1db6369e965e4b2caef,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
5098759cefc322d62a12647099c7a733,0,0,0,0,0,8,27,0,0,67,0,26,15,0,0,0,0,0,0
ab026f33d772a47b41ffc8b8881692f5,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
ed1e98bf6886963db11d870d932955b1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377ff5af31e88a43915ca784074b84a2,0,0,0,0,0,94,0,170,0,0,5,0,0,0,0,0,0,0,0
40b085c3ff2251ff815312e7b0a88cb2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
4d9f7efab66c90ebc03e21ed390ee85a,0,0,0,0,0,82,108,60,0,46,26,8,8,0,0,0,12,0,0
da16468d5fd91b73d306054876d55199,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0
50978d60d7ca52692de372b2cb828139,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
4aad3df4f0b25d502ad13f866a61e068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
c2d3315fc2e0cce6c08bc4172b85d30e,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
3e226cfd977adf4504b9f94140a62f89,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
201d34c06ea48775ae210756c59873c6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
0509fbfc951a66d19a9d53e033fc43f3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d98db805c2f0029de7919e79eb34fc55,0,0,0,0,0,0,0,0,0,47,0,109,0,0,0,50,0,0,0
efbbd2a6c3f9e01e3e5884b94ba09501,40,40,0,47,0,81,187,46,0,3057,2142,5689,1862,151,25,2855,1858,14,0
a698c2b75ffc97ed914d8802c1c20f99,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
8eb898554775f5a4c531431beaba2e39,0,0,0,0,0,42,81,0,0,0,0,0,0,0,0,0,0,0,0
1f34e43eb415a9a61345be8ec806a04a,0,0,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,0,0,0
304bab358eaf2119ab4054b474a14bbf,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
f3f27738a1b99a4ee10ffca87f6c79eb,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
7f721d145d5a4f56e9758569bfe33ea6,90,139,51,83,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0
4844966a5363ac01f12df1c243ce9375,368,365,184,367,204,0,0,0,0,0,0,0,0,75,39,0,0,79,67
45a2589bf6c801bf4fd2d82265de9d84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
cc7578407fdca1b4d6accdd8376e47c8,268,324,167,205,157,0,0,0,0,0,0,0,0,37,41,0,0,114,0
3e3934f460a9a0d89bd55e304806bd91,20,36,6,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf43993df1316a8be71d1c3d66d96a05,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
089d00d6ddf8d155a28749d76a2a1c11,0,0,0,0,0,3411,1074,681,0,0,0,0,0,0,0,0,0,0,0
12c4dac359a3c848d9ed85010f46776b,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
dcc381a28c1166e9704890f6babc62e1,0,0,0,0,0,565,178,176,0,69,24,0,0,0,0,0,0,0,0
63179ed012ff38fbd43f9302098e96c4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
b42b3fd1e43bac7cc845767d80915cf1,0,0,0,0,0,0,0,0,0,35,63,0,54,0,0,0,0,0,0
76ee776ba9d28286f3df4487eaf8c09f,0,0,0,0,0,0,0,0,0,0,0,24,47,0,0,0,0,0,0
8767962782ad690faee7505f3f7fb687,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56b61f4cc9927a0fd950906eaa641637,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d60e9b385ee907b49fde881c00196b58,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
530bdaf469a9d0efd2c9eb3943e57808,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
2d3e835696f3f8b8b45a8205bc6345e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
b2a808c769d84fb3ace5a0ee859eff01,0,0,0,0,0,0,0,0,57,0,0,9,38,0,0,0,0,0,0
bbae2d39a6ab69b3e957980cac51f670,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
92a1ca346e05d117a63d3ef3c6ad983d,0,8,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,18
0146253fcf275aeb156537b3de87c73e,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
c56e6db85311adc0ca6a5736471943f6,98,346,376,0,71,0,0,0,0,0,0,0,0,201,215,0,0,235,169
85e81cfc999377b4b92893a289fafa70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
a46ab49ab29683e202fd4dce89b167b4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
4024c8aa9acfc08639e55e3c0f68990e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
df85280fa84dc6b9bef2d1ad2d2cca72,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0
0d2ef6af78cd5293988164a85ef11780,0,0,0,0,0,0,0,0,0,0,0,0,0,5613,5610,0,16,114,45
6a5c2ffc094878d9476d70acfbafd957,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
841519ab83c0845cf175450986a22b6b,0,0,0,0,0,0,0,0,0,0,0,0,0,111,90,0,0,0,0
6d7ea7240770d6003d4db8b6bbf67443,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
12982e35b2f8ad5700f930f9acb6eed4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
670660d25fdc2d779ef4f24d39688668,0,0,0,0,0,80,306,171,0,0,0,0,0,0,0,0,0,0,0
2b717f184a82236c0645474a7598703d,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
31049045ba14f4be10bf895f3acf9554,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
58b1272c6d3e75532f27719e7022cd42,0,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
028c24cf720933a0d3e770082e81f41e,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
e8f2dbd143ec55f98107481eec9bcd37,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
81405f80715c2afc30dbae46fcb240d3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
b6074dec6d2e408fe8f30c7ce504bba4,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
5484f66d7ae2b4a20d374c3ea7dd815c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1271f9b288388600c1c4ea26769ed0cd,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
0f2bc008a6f965b2e5066ba3110320f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
76682e493fd395b0b8c3fd039c8e49e1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
5ef3cace3953111c06de677ce9c23b2c,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
51ef48c6f0117135add70930280a3efb,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e8ee621a3e5527e4cb72548f20fe860,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
e5234d96c8e5b607445acce63c1a166b,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
4bba374f5e660ac9ca7300b2e2b4a334,0,0,0,0,0,67,254,55,0,0,0,0,0,0,0,0,0,0,0
b507293dcb93fc8c006f5c809b03c6f1,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
91ac5388fe513cd1b003f0654098cac0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
fde69cb3fbcb2e40fc39c261c8a0fe87,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0
102579bce9f7d6293d79a16b35a9891e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0d6ba205f1919c3431659477f4ddba64,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0
5db3ae9f8543051382ac7dfd6589c91d,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d17ffe83659c751b33d5e63163b60b18,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,49,0,0,0
