OTUID,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species,Confidence
62dc9a917d6b6e172209ea9198feea05,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,,,0.939104089
97a645437f361e27974c98f30cfd37f5,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,0.805301504
912007287c5dc968d12182aedbb4ce7a,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,0.993264715
86129d65bcc25bf4850bf949a9110c42,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_aestivalis,0.723746915
1ee698fb3b156f6b4ad83ff1acd6ed11,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,,0.860319688
6900853fd0213b170257fbc60ec81726,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,0.994359287
37e62fc1aeb8f0a2f752773fa9e97552,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,0.990863574
c7bcf90b23b3626ce9a0d0bf47211e87,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,0.823400094
cfc0e855222358267ab53d4029e394b5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Oxyrrhea,Oxyrrhinales,Oxyrrhinaceae,Oxyrrhis,,1
ba62036efc38ac98982b49a387d59bfc,Eukaryota,TSAR,Alveolata,Ciliophora,Armophorea,Armophorea_X,,,,0.999998477
537383d3d9a7d5fca56a05ce6bd26b76,Eukaryota,TSAR,Alveolata,Ciliophora,Armophorea,Armophorea_X,Caenomorphidae,Caenomorpha,Caenomorpha_sp.,1
49dec67fc71b01935de5e277467c4ce9,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,0.998398252
98b6dce07326edff736c356096c19ff8,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,0.999999161
fead6cd608a0ad12840551673fcca986,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Thalassomyxa-lineage,Thalassomyxa,Thalassomyxa_sp.,0.937188651
608ecf35430d73755a9a8254a026cd09,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Thalassomyxa-lineage,Thalassomyxa,Thalassomyxa_sp.,0.985210038
b36ac713e42c3b978d8af2f8b31afc8a,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_LAB17,Thraustochytriaceae_LAB17_sp.,1
90f3194bc841266853c0d7b55c605a91,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_LAB17,Thraustochytriaceae_LAB17_sp.,1
8ce2977feee72adbb751c665ea4a004d,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_LAB17,Thraustochytriaceae_LAB17_sp.,0.999998795
cd49649da2684688f74f730a3e296ea2,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,Ebriidae,Ebria,Ebria_tripartita,0.999974101
f263b8ab5c830338c29519ec30792ec3,Eukaryota,Obazoa,Opisthokonta,Fungi,,,,,,0.880471725
386c514cb78a48ce5cb6f83d5c7a68ae,Eukaryota:nucl,Cryptista:nucl,Cryptophyta:nucl,Cryptophyta_X:nucl,Cryptophyceae:nucl,Pyrenomonadales:nucl,Pyrenomonadaceae:nucl,Rhodomonas:nucl,Rhodomonas_marina:nucl,0.999961262
56b12128942b3108c253b50b281ee5f5,Eukaryota:nucl,Cryptista:nucl,Cryptophyta:nucl,Cryptophyta_X:nucl,Cryptophyceae:nucl,Cryptomonadales:nucl,Cryptomonadales_X:nucl,,,0.965396041
a9233f3daaa7df8d8bcfc831d7c6892c,Eukaryota:nucl,Cryptista:nucl,Cryptophyta:nucl,Cryptophyta_X:nucl,Cryptophyceae:nucl,Cryptomonadales:nucl,Cryptomonadales_X:nucl,Plagioselmis:nucl,Plagioselmis_lacustris:nucl,0.986970428
c4328f9b6539b5d03e14ebc4d5ecc2c3,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.,0.99586575
cfb0b9430938389e7b0d71cc15d320a6,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_stylata,0.725315362
920365da3a115f5423e8ba6a9a09c1df,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.,0.999998722
ced92abd9a0740e6d74aa2d5775100ac,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,,0.747707398
d3b59642380e4d4ee391dab52a104abc,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_sp.,0.910272647
4fdabd098717b3e7e2c003005433e912,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Lepidochromonadaceae,Lepidochromonas,,0.999991756
7666ac8c015a9c5ad3d3ff45175f4c04,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Lepidochromonadaceae,Lepidochromonas,Lepidochromonas_sp.,0.974591911
02b19c3cdd83724b5fce4f56b745ea93,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Lepidochromonadaceae,Lepidochromonas,Lepidochromonas_sp.,0.961172182
2367fd96d902db843bed10b9648b724d,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,,0.999818727
b7722c1da3a9fb79f70facd288213e67,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_perforata,0.848248416
f598fb3fc2a354b0b8559a5fbcde2323,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,,0.999818892
db325ecb5aa79520e5b6cbe3e70014ff,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_sp.,0.706064847
2ce944a22b6bb4e55d1bb7707fe953b2,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_sp.,0.788319209
e1d4d9e999911a265267260c0eea4b8e,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,,0.999828652
d94cfab79e2306a2327bb51ef62f1faa,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_clade-V,Ochromonadales_clade-V_X,Ochromonadales_clade-V_X_sp.,0.999020708
ff2ef234acc1ca0e3cbb900c3be2e4fe,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_X,Ochromonadales_XX,Ochromonadales_XX_sp.,0.838945632
666d3dbce836040b2ade94170f6252c5,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Dinobryon,Dinobryon_faculiferum,0.866289432
7a2274575d3115f718be8a51e451a6ce,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_X,Ochromonadales_XX,Ochromonadales_XX_sp.,0.998318454
e93eeafff6ae33b22ba0ef648499f522,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_X,Ochromonadales_XX,Ochromonadales_XX_sp.,0.996148623
0cf1a1c32f52118fd80bced09c91ff36,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,0.99999999
9262533b55e3057ad8b52deb4677d608,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadales_Clade-EC1Ga,Paraphysomonadales_Clade-EC1Ga_X,Paraphysomonadales_Clade-EC1Ga_X_sp.,0.999999999
bbb72c09fea3f9e3b72cec6309c4f8bb,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadales_Clade-EC1Ga,Paraphysomonadales_Clade-EC1Ga_X,Paraphysomonadales_Clade-EC1Ga_X_sp.,0.999915615
06588724c7e2cea5f634c4bb1ff612ad,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadales_Clade-EC1Ga,Paraphysomonadales_Clade-EC1Ga_X,Paraphysomonadales_Clade-EC1Ga_X_sp.,0.999999709
989a16a7ac14f401f45ab99a41d25a58,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,,,,0.993088284
3f386604883c36d0ad5554f354ee5db2,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2I,Chrysophyceae_Clade-EC2I_X,Chrysophyceae_Clade-EC2I_XX,Chrysophyceae_Clade-EC2I_XX_sp.,0.989895756
5a2c38830458ed42c2b9ebb405a74348,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2I,Chrysophyceae_Clade-EC2I_X,Chrysophyceae_Clade-EC2I_XX,Chrysophyceae_Clade-EC2I_XX_sp.,0.997514348
d5d80a670591d6309f2f11ad68bf083b,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2I,Chrysophyceae_Clade-EC2I_X,Chrysophyceae_Clade-EC2I_XX,Chrysophyceae_Clade-EC2I_XX_sp.,0.999989579
7f996cba3b8781de873507881b584e30,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,,0.995001598
39350e414749f92957374b81918acf9e,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,,0.990929304
617b27563a7e211fd9ad5513d11b2eb0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Gastropoda,Caenogastropoda,Hydrobia,Hydrobia_ulvae,1
117e74e40ff7ef11b48f824955e898bd,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Gastropoda,Caenogastropoda,Hydrobia,Hydrobia_ulvae,1
d3859a2aa82b4203132d698f6d4eb7a1,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Acartia,Acartia_tonsa,1
73838a686080838164aee225e279390d,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthuloides,Labyrinthuloides_haliotidis,1
7cf70c7328dd543650c23a891cede495,Eukaryota,Obazoa,Opisthokonta,,,,,,,0.907775909
59b913afd045a031a2032366a4bc0833,Eukaryota,Archaeplastida,Rhodophyta,Rhodophyta_X,Porphyridiophyceae,Porphyridiales,Porphyridiales_X,Timspurckia,Timspurckia_oligopyrenoides,0.882341326
92d97fa3ff1eaea527c37c71dccf1097,Eukaryota,TSAR,Alveolata,Ciliophora,Plagiopylea,Plagiopylea_X,Plagiopylida,Sonderia,Sonderia_sp.,0.999138006
956946776166329c9a84c8a1bf5d27f8,Eukaryota,TSAR,Alveolata,Ciliophora,,,,,,1
9fb9102b4dfc14e5980954556971e467,Eukaryota,TSAR,Alveolata,Ciliophora,Prostomatea,Prostomatea_X,Prostomatea_XX,Plagiopyla,Plagiopyla_frontata,0.998080601
ce5dd98316a7323a0ef6987842352bfa,Eukaryota,TSAR,Alveolata,Ciliophora,Plagiopylea,Plagiopylea_X,Trimyemidae,Trimyema,Trimyema_claviformis,0.982050735
ff6d2dc6cbde3209baedddca8f960339,Eukaryota,Obazoa,Opisthokonta,,,,,,,0.979811343
f5db3da86b98fc5973528a86085cba5f,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,,,,0.839268059
ad224bc69826783c1c4553c3228b5d92,Eukaryota,Archaeplastida,Picozoa,,,,,,,1
f4c683334a4434c5a422cdc6e910dc5b,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12D,MAST-12D_sp.,0.999930518
ad246f3fa20e21d8ec94d1032f10bac8,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12D,MAST-12D_sp.,0.999979279
727b19a3f7c7e8c08e740fef32498a63,Eukaryota,Obazoa,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.,0.745022481
5d96e958ac52ebfd3e3e23942dd01308,Eukaryota,TSAR,Alveolata,Ciliophora,CONTH_1,CONTH_1_X,CONTH_1_XX,CONTH_1_XXX,CONTH_1_XXX_sp.,0.999999999
8a01ee3c4f4165468dcf4b362869bda1,Eukaryota,TSAR,Alveolata,Ciliophora,CONTH_3,CONTH_3_X,CONTH_3_XX,CONTH_3_XXX,CONTH_3_XXX_sp.,0.999634432
e52ff727a2ef7bf0f8611af5384ce12d,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Pythium,,0.90513928
7135c8090f8beb57de2c40b2a8713611,Eukaryota,Obazoa,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,,0.750820797
9ede0594d30665598a87a4f4d5ffe48e,Eukaryota,Obazoa,Opisthokonta,Fungi,,,,,,0.99423184
746c424fbacdb9d8635bb1fc250130f3,Eukaryota,TSAR,Stramenopiles,,,,,,,0.967036946
a42902fb9f6baac0a47a436d4b0cef88,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae_X,Bicoecaceae_X_sp.,0.999784578
2eb8b441b8383ae7108116cd613383a8,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,Cafeteria_biegae,0.999999995
16732ff200782618acd691f41570460a,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,,0.999999985
5987cf4f59c3ef1d1fccb535e1e99407,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,Cafeteria_roenbergensis,0.932887924
16b43c901869d0b9c78503082fe35e87,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,Cafeteria_maldiviensis,0.924553534
80dc0a63a2a2637d5a879ef59fd6d075,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,Cafeteria_atacamiensis,0.99999953
4df3d1025d362f13518aa9fab4952cef,Eukaryota,TSAR,Alveolata,Ciliophora,Prostomatea_3,Prostomatea_3_X,Holophryidae,Holophryidae_X,Holophryidae_X_sp.,0.956989133
1a7715c0c21bf4b0fb410e349b52adb1,Eukaryota,Obazoa,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Blastocladiomycota_XX,Blastocladiomycota_X_sp.,0.999204757
a317ac168a7bb1c3a68f1ef3131335df,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,0.981980983
5a5d98ae922c86707474fc68f653ab03,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_M,Monosigidae_Group_M_X,Monosigidae_Group_M_X_sp.,0.994619427
bf09b5d86ed9332af94b951ea07e15c3,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonema-Group-2,Telonema_antarcticum,0.997287501
163cc11619769067138ec7e84934b3d3,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonema-Group-1,Telonema_subtile,0.848441743
f742ba7748e85e819fe6d7d7f5c99258,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonema-Group-1,Telonema_sp.,0.872703232
9a6efd6fa58796310116f54a46a0e77f,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilus,,0.999919907
c721b07b90ec3773f52682d272f3c3bb,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Abeoformidae,Abeoformidae_Group_MAIP_2,Abeoformidae_Group_MAIP_2_X,Abeoformidae_Group_MAIP_2_X_sp.,0.999999971
957dc9144fe2409e299f7a4e07661663,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,,,,,0.999999953
4b54f3e681d48541736aeefbe6d49da5,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_6,Lacrymariidae,Phialina,Phialina_caudata,0.879458626
a74e474418e79ffff484acb2847d918a,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,,0.999999999
127c5fd91c8cc88f8d704c56988b18ea,Eukaryota,Excavata,Discoba,Discoba_X,Discoba_XX,Jakobida,Stygiellidae,Stygiellidae_STYG1,Stygiellidae_STYG1_sp.,1
76e60604a4c738bedf1ffac34cbb6fd9,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_pyriformis,0.999999967
42a2a436ba0282b0fd70691fa74a3414,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Euplotia,Uronychiidae,Uronychia,Uronychia_sp.,0.992216106
67f00b40edfda4ddec9cc80c3c0776b4,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Bicosoecida,MAST-22,MAST-22B,MAST-22B_sp.,0.743673211
724312d1644b9c231717c93dd4755b34,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Bicosoecida,MAST-22,,,0.789317097
27ca60b595d5f46652aad85ae19c2f83,Eukaryota,TSAR,Stramenopiles,,,,,,,0.992376165
910c35b70817382e6822362aff9be12d,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,,,0.999956388
ce0633c0d1094ff53df55c5b6ea260e7,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,,,0.964210329
77c9ed16e384057f217cc691f26f9205,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Bicosoecida,MAST-22,MAST-22B,MAST-22B_sp.,0.986370041
435a7788b212b736b6b509716a74bd13,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Bicosoecida,MAST-22,MAST-22B,MAST-22B_sp.,0.985313624
fa8eefd04b71d86e0212cc33bdcc663e,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_pseudonana,0.996138605
36878dd22bc9189ec11e9e97543e4f15,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,,0.999999778
47105ddec665cfa640e0d2466f13347e,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,,0.999999955
2223ca2c908acd4b3ebfb58f040a23f2,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza,Mataza_hastifera,0.992960122
adee772f8710430f88aa21303b0386ba,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza,Mataza_hastifera,0.99763233
7d08743d17eea3040fc6ff27becebc2b,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Pseudophyllomitidae,MAST-6,MAST-6_X,MAST-6_X_sp.,0.999999963
980e2f044c74a6078c9a97d4a702737d,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_biarmatum,0.949266625
52ccb2c5539f12e2f9224526ef013864,Eukaryota,TSAR,Stramenopiles,Gyrista,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,,,0.739994753
4cc970b699da6ff0af0a3a0f1acc881c,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Bicosoecida,MAST-22,MAST-22D,MAST-22D_sp.,0.859973343
60c89f871a56428fa5b1a2dca4473cbd,Eukaryota,TSAR,Stramenopiles,Stramenopiles_X,Stramenopiles_XX,Stramenopiles_XXX,Stramenopiles_XXXX,Stramenopiles_XXXXX,Stramenopiles_XXXXX_sp.,0.990419272
4ef435a5754289802da21bd9ad0ccbb8,Eukaryota,TSAR,Stramenopiles,Stramenopiles_X,Stramenopiles_XX,Stramenopiles_XXX,Stramenopiles_XXXX,Stramenopiles_XXXXX,Stramenopiles_XXXXX_sp.,0.985120067
c9ff483e0c7d09bbf6b5ff8ee1786566,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,,,,0.748114008
6a304f400245ffdae4678a352464aeea,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,0.999479327
0f44c25cb70730afa51df722ad40546a,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,0.999925417
437a8a6fd9ff22f041853f6b70404d0a,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,0.995260776
71f4857ea93c50b8fdf31b338f120a89,Eukaryota,TSAR,Stramenopiles,Gyrista,Bolidophyceae,Parmales,Parmales_env_2,Parmales_env_2_X,Parmales_env_2_X_sp.,0.990099044
22d9eac5caa53b4a74325b651adc178c,Eukaryota,TSAR,Stramenopiles,Gyrista,Pirsoniales,Pirsoniales_X,Pirsoniales_XX,Pirsonia_Clade__XXX,Pirsonia_Clade__XXX_sp.,0.999339027
498face5a7be04f32f661413fd36d407,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Pseudophyllomitidae,MAST-6,MAST-6_X,MAST-6_X_sp.,0.99999992
ba1befd08ff2621ea5f8a2426d4c81e4,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Pseudophyllomitidae,MAST-6,MAST-6_X,MAST-6_X_sp.,0.999999979
ffeab195772f9e8cb9d6fc4b8ee81715,Eukaryota,TSAR,Stramenopiles,Gyrista,MOCH-3,MOCH-3_X,MOCH-3_XX,MOCH-3_XXX,MOCH-3_XXX_sp.,0.906247083
d4e755ce247303f334f710cbaf265a93,Eukaryota,TSAR,Stramenopiles,Gyrista,MOCH-3,MOCH-3_X,MOCH-3_XX,MOCH-3_XXX,MOCH-3_XXX_sp.,0.987959538
0d912a97c20659ebb78fb7c2b63a36b8,Eukaryota,TSAR,Stramenopiles,Gyrista,Bolidophyceae,Parmales,Parmales_env_3,Parmales_env_3A,Parmales_env_3A_sp.,0.99999913
221399850e1d993ccfc888e7c6b8909f,Eukaryota,TSAR,Stramenopiles,Gyrista,Bolidophyceae,Parmales,Parmales_env_3,Parmales_env_3A,Parmales_env_3A_sp.,0.999999968
048f0dc6aff5bad986b357a8e9abc800,Eukaryota,TSAR,Stramenopiles,Gyrista,Pirsoniales,Pirsoniales_X,Pirsoniales_XX,Pirsonia_Clade__XXX,Pirsonia_Clade__XXX_sp.,0.983550715
aabc0c453823a9aae9cda1b9248abcb7,Eukaryota,TSAR,Stramenopiles,Gyrista,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_laevis,0.930022409
5fd1e1dfafadae715b8b28a78aa3b3db,Eukaryota,TSAR,Stramenopiles,Gyrista,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,,0.798188758
